exchange,symbol,volume24h,run_date_utc
binance,PEPEUSDT,3749809988963.0,2026-05-26
binance,BTTCBUSD,1661577405904.0,2026-05-26
binance,PEPEUSDC,800243770179.0,2026-05-26
binance,PEPETRY,602628297924.0,2026-05-26
binance,SHIBUSDT,485319464435.0,2026-05-26
binance,BTTCUSDT,346956804156.0,2026-05-26
binance,BONKUSDT,317276672959.0,2026-05-26
binance,BTTCUSDC,173405415324.0,2026-05-26
binance,DOGSUSDT,124852177813.0,2026-05-26
binance,SHIBBUSD,118834114081.0,2026-05-26
binance,SHIBTRY,85008134657.0,2026-05-26
binance,SHIBGBP,84820329654.0,2026-05-26
binance,BONKTRY,83150065099.0,2026-05-26
binance,SHIBAUD,82769407396.0,2026-05-26
binance,SHIBUSDC,82480525114.0,2026-05-26
binance,DOGSTRY,76064435734.0,2026-05-26
binance,BTTCTRY,71058816012.0,2026-05-26
binance,HMSTRTRY,60418628436.0,2026-05-26
binance,HMSTRUSDT,54593603703.0,2026-05-26
binance,BONKBRL,51960546297.0,2026-05-26
binance,WINTRX,50724285843.8,2026-05-26
binance,LUNCUSDT,48642673434.63,2026-05-26
binance,PEPEEUR,48547114697.0,2026-05-26
binance,FLOKIUSDT,46493842351.0,2026-05-26
binance,PEPETUSD,37096841314.0,2026-05-26
binance,XECUSDT,34512828220.0,2026-05-26
binance,SHIBDOGE,32676370855.0,2026-05-26
binance,NEIROUSDT,30292380715.0,2026-05-26
binance,BONKUSDC,29844739489.0,2026-05-26
binance,1000SATSUSDT,27598318461.0,2026-05-26
binance,DENTUSDT,23804504325.0,2026-05-26
binance,LUNCTRY,22709225952.0,2026-05-26
binance,DENTTRY,22360999123.0,2026-05-26
binance,XECBUSD,20056993751.0,2026-05-26
binance,SHIBTUSD,19616647495.0,2026-05-26
binance,WINUSDT,18747850740.0,2026-05-26
binance,1000SATSTRY,15041901883.0,2026-05-26
binance,EPXUSDT,14958973905.0,2026-05-26
binance,FLOKITRY,11884164118.0,2026-05-26
binance,PEPEFDUSD,11820787888.0,2026-05-26
binance,DOGSUSDC,11667751406.0,2026-05-26
binance,PEPEBRL,10173009882.0,2026-05-26
binance,NEIROTRY,10114308557.0,2026-05-26
binance,A2ZUSDT,9525167865.0,2026-05-26
binance,DOGSFDUSD,9429361400.0,2026-05-26
binance,LUNCUSDC,6496554780.87,2026-05-26
binance,PEPEJPY,6276537613.0,2026-05-26
binance,WINBUSD,6178613508.0,2026-05-26
binance,NOTUSDT,6005408643.0,2026-05-26
binance,PEPEUSD1,5984082145.0,2026-05-26
binance,FLOKITUSD,5428437542.0,2026-05-26
binance,OOKIUSDT,5406517123.0,2026-05-26
binance,XECTRY,4174853744.0,2026-05-26
binance,FLOKIUSDC,3674462401.0,2026-05-26
binance,PONDUSDT,3574600172.0,2026-05-26
binance,PEPEU,3473257714.0,2026-05-26
binance,TROYTRY,3416546403.0,2026-05-26
binance,TROYUSDC,3339535203.0,2026-05-26
binance,HMSTRUSDC,3069567170.0,2026-05-26
binance,BONKFDUSD,3046401572.0,2026-05-26
binance,NEIROIDR,3033836280.0,2026-05-26
binance,LUNCBUSD,3011566218.71,2026-05-26
binance,NOTTRY,2813082079.0,2026-05-26
binance,PUMPUSDT,2438531192.0,2026-05-26
binance,WINBRL,2276879149.0,2026-05-26
binance,LEVERTRY,2234325090.0,2026-05-26
binance,SHIBEUR,2074950242.0,2026-05-26
binance,WINBNB,2072482110.0,2026-05-26
binance,NEIROUSDC,2054136286.0,2026-05-26
binance,LEVERUSDT,2049068736.0,2026-05-26
binance,A2ZUSDC,2044821833.0,2026-05-26
binance,SHIBBRL,1965920340.0,2026-05-26
binance,USDCUSDT,1961086016.0,2026-05-26
binance,SHIBFDUSD,1960318817.0,2026-05-26
binance,EPXBUSD,1918052600.0,2026-05-26
binance,XRPDOWNUSDT,1849130080.81,2026-05-26
binance,SHIBJPY,1833371876.0,2026-05-26
binance,DENTETH,1675516867.0,2026-05-26
binance,TROYUSDT,1612739544.0,2026-05-26
binance,BOMEUSDT,1558781466.0,2026-05-26
binance,FUNUSDT,1549586034.0,2026-05-26
binance,HMSTRFDUSD,1535329435.0,2026-05-26
binance,1000SATSFDUSD,1518753327.0,2026-05-26
binance,1000SATSUSDC,1484855596.0,2026-05-26
binance,1000CHEEMSUSDT,1422020560.0,2026-05-26
binance,1MBABYDOGEUSDT,1332205244.0,2026-05-26
binance,SPKUSDT,1260406416.0,2026-05-26
binance,SAGATRY,1180073125.2,2026-05-26
binance,1MBABYDOGEFDUSD,1177643766.0,2026-05-26
binance,AMBUSDT,1122634366.0,2026-05-26
binance,HOTETH,1112665511.0,2026-05-26
binance,SAGAUSDT,1087760690.6,2026-05-26
binance,COSUSDT,1031186511.9,2026-05-26
binance,NEIROEUR,1021245820.0,2026-05-26
binance,NEIROJPY,975158267.0,2026-05-26
binance,PENGUUSDT,967520807.0,2026-05-26
binance,NEIROFDUSD,944273428.0,2026-05-26
binance,FIOUSDT,888399947.0,2026-05-26
binance,FUNUSDC,874305582.0,2026-05-26
binance,WINUSDC,871060960.0,2026-05-26
binance,DOGSBRL,865432777.0,2026-05-26
binance,SPELLTRY,816531342.0,2026-05-26
binance,COSTRY,800019500.0,2026-05-26
binance,SPELLUSDT,769390752.0,2026-05-26
binance,MBLUSDT,756997768.0,2026-05-26
binance,UTKUSDT,750083995.0,2026-05-26
binance,DOGSBNB,705926265.0,2026-05-26
binance,SPELLBUSD,705230629.0,2026-05-26
binance,MEMEUSDT,703820272.0,2026-05-26
binance,ALTUSDT,692517048.0,2026-05-26
binance,AMPUSDT,679959432.0,2026-05-26
binance,QIUSDT,666545797.0,2026-05-26
binance,WINEUR,654509734.0,2026-05-26
binance,PUMPUSDC,631893875.0,2026-05-26
binance,NEIROBRL,631161137.0,2026-05-26
binance,FLOKIIDR,580155602.0,2026-05-26
binance,REEFUSDT,579667377.0,2026-05-26
binance,AMPBTC,563486155.0,2026-05-26
binance,FLOKIFDUSD,543783798.0,2026-05-26
binance,LINAUSDT,533020119.0,2026-05-26
binance,BOMETRY,531771282.0,2026-05-26
binance,VTHOTRY,520392934.0,2026-05-26
binance,SXPTRY,512230138.0,2026-05-26
binance,GALAUSDT,491233330.0,2026-05-26
binance,BETAUSDT,453655672.0,2026-05-26
binance,SLPETH,427281022.0,2026-05-26
binance,JASMYBTC,418405153.9,2026-05-26
binance,HOTBUSD,417729341.6,2026-05-26
binance,HOTUSDT,412955676.0,2026-05-26
binance,VTHOUSDT,407955999.0,2026-05-26
binance,ACATRY,406929448.0,2026-05-26
binance,TOWNSUSDT,400181903.0,2026-05-26
binance,LEVERBUSD,379102394.0,2026-05-26
binance,SLPBUSD,374786359.0,2026-05-26
binance,NTRNTRY,371131813.4,2026-05-26
binance,SLPBNB,362409451.0,2026-05-26
binance,RVNUSDT,353442253.5,2026-05-26
binance,ADADOWNUSDT,340525452.4,2026-05-26
binance,NBSUSDT,336485032.7,2026-05-26
binance,DOGEUSDT,330124621.0,2026-05-26
binance,PHAUSDT,329072185.0,2026-05-26
binance,NOTUSDC,328990900.0,2026-05-26
binance,TURBOUSDT,327461214.0,2026-05-26
binance,PHATRY,315686349.0,2026-05-26
binance,DENTBUSD,315319274.0,2026-05-26
binance,REEFBUSD,313252545.4,2026-05-26
binance,AMPTRY,306198604.0,2026-05-26
binance,NOMUSDT,302396451.0,2026-05-26
binance,TRUTRY,300187953.0,2026-05-26
binance,MEMETRY,299873047.0,2026-05-26
binance,SAHARAUSDT,298810220.0,2026-05-26
binance,VETUSDT,298505977.2,2026-05-26
binance,BEAMXUSDT,297064613.0,2026-05-26
binance,TCTBTC,292984058.0,2026-05-26
binance,RDNTUSDT,287027145.0,2026-05-26
binance,TRUUSDT,283106001.0,2026-05-26
binance,LINEAUSDT,276432514.0,2026-05-26
binance,RSRUSDT,260237364.7,2026-05-26
binance,SXPUSDT,260225225.7,2026-05-26
binance,TROYBUSD,253139938.0,2026-05-26
binance,BOMEEUR,249750635.0,2026-05-26
binance,GFTUSDT,244649653.0,2026-05-26
binance,PENGUUSDC,243131627.0,2026-05-26
binance,VITEUSDT,236768977.4,2026-05-26
binance,AMPBUSD,235010255.0,2026-05-26
binance,SCETH,232594091.0,2026-05-26
binance,RDNTTRY,229595268.0,2026-05-26
binance,NILUSDT,223383954.9,2026-05-26
binance,BOMEIDR,219088793.0,2026-05-26
binance,REEFTRY,214599289.0,2026-05-26
binance,TLMUSDT,213108273.0,2026-05-26
binance,ONEBTC,210054652.0,2026-05-26
binance,OOKIBUSD,207589497.0,2026-05-26
binance,SLPUSDT,204054451.0,2026-05-26
binance,NTRNUSDT,203143815.2,2026-05-26
binance,STMXTRY,202355297.0,2026-05-26
binance,NOMTRY,199449694.0,2026-05-26
binance,AKROUSDT,196396908.0,2026-05-26
binance,TLMTRY,192616897.0,2026-05-26
binance,USTCBUSD,192468822.0,2026-05-26
binance,CHZUSDT,192208523.0,2026-05-26
binance,SLPBIDR,191087864.0,2026-05-26
binance,HOTTRY,186872531.0,2026-05-26
binance,USD1USDT,184224559.0,2026-05-26
binance,CKBUSDT,180949581.0,2026-05-26
binance,OOKIBNB,178907953.0,2026-05-26
binance,RSRBUSD,177583397.0,2026-05-26
binance,TRXUSDT,175324878.7,2026-05-26
binance,PUMPTRY,175048764.0,2026-05-26
binance,TOWNSTRY,174438288.0,2026-05-26
binance,SAGAUSDC,171692432.2,2026-05-26
binance,WLDUSDT,168972288.4,2026-05-26
binance,GALAUSDC,168102541.0,2026-05-26
binance,ATAUSDT,167992281.0,2026-05-26
binance,PLUMEUSDT,167781123.0,2026-05-26
binance,GMTUSDT,166780964.5,2026-05-26
binance,NOMFDUSD,165940971.0,2026-05-26
binance,RSRBNB,164785652.0,2026-05-26
binance,IDEXUSDT,164208495.7,2026-05-26
binance,CHIPUSDT,161448801.0,2026-05-26
binance,CELRUSDT,159969364.0,2026-05-26
binance,BANANAS31USDT,158940823.0,2026-05-26
binance,HOTEUR,156712368.6,2026-05-26
binance,TROYBNB,154371549.0,2026-05-26
binance,NILTRY,152789826.1,2026-05-26
binance,TCTUSDT,152215525.0,2026-05-26
binance,JASMYBUSD,151524213.9,2026-05-26
binance,VIDTUSDT,148266713.0,2026-05-26
binance,FIDAUSDT,148199149.0,2026-05-26
binance,KATUSDT,147362227.0,2026-05-26
binance,FETUSDT,145548284.0,2026-05-26
binance,LRCUSDT,145220144.0,2026-05-26
binance,MFTUSDT,142038277.0,2026-05-26
binance,ACAUSDT,135352800.72,2026-05-26
binance,VETBTC,133100936.0,2026-05-26
binance,BTCDOWNUSDT,132744672.74,2026-05-26
binance,JASMYETH,132437793.0,2026-05-26
binance,TURBOFDUSD,131563216.0,2026-05-26
binance,IQUSDT,131201651.0,2026-05-26
binance,QLCBTC,130101170.0,2026-05-26
binance,EDENTRY,129752922.1,2026-05-26
binance,FOGOUSDT,128290653.0,2026-05-26
binance,SYSUSDT,127896462.0,2026-05-26
binance,IOSTUSDT,126055195.0,2026-05-26
binance,LINKDOWNUSDT,123547301.81,2026-05-26
binance,GALAFDUSD,123097100.0,2026-05-26
binance,BOMEUSDC,123087142.0,2026-05-26
binance,MITHUSDT,121888803.7,2026-05-26
binance,GRTUSDT,120296000.0,2026-05-26
binance,MBLBUSD,119679589.0,2026-05-26
binance,MEGAUSDT,119597687.2,2026-05-26
binance,TSTUSDT,118841406.0,2026-05-26
binance,LTOUSDT,118743621.0,2026-05-26
binance,STMXETH,118611137.0,2026-05-26
binance,BOMEFDUSD,118469665.0,2026-05-26
binance,GALABTC,117627635.0,2026-05-26
binance,CKBBUSD,117459832.0,2026-05-26
binance,OOKIETH,116741642.0,2026-05-26
binance,DOCKUSDT,116266154.0,2026-05-26
binance,ROSEUSDT,115976095.3,2026-05-26
binance,JASMYUSDT,115439240.1,2026-05-26
binance,GALABRL,114961742.7,2026-05-26
binance,SCBUSD,113624629.0,2026-05-26
binance,JASMYBNB,113194352.5,2026-05-26
binance,FORUSDT,112283124.0,2026-05-26
binance,ZILETH,112227742.0,2026-05-26
binance,HMSTRBNB,112226469.0,2026-05-26
binance,WUSDT,112148546.9,2026-05-26
binance,IQBUSD,112093472.0,2026-05-26
binance,DGBBTC,111982867.0,2026-05-26
binance,LINABTC,110461503.0,2026-05-26
binance,DATAUSDT,109741867.2,2026-05-26
binance,JASMYEUR,108265657.1,2026-05-26
binance,VIDTBTC,106862893.0,2026-05-26
binance,SCUSDT,106366851.0,2026-05-26
binance,KEYETH,105568180.0,2026-05-26
binance,MANTRAUSDT,104409439.0,2026-05-26
binance,BOMEBTC,103929904.0,2026-05-26
binance,HEMIUSDT,103743051.7,2026-05-26
binance,1MBABYDOGETRY,100462356.0,2026-05-26
binance,TURBOTRY,98257146.0,2026-05-26
binance,KEYUSDT,97136470.0,2026-05-26
binance,ENAUSDT,96557998.71,2026-05-26
binance,STMXBUSD,95081250.0,2026-05-26
binance,ZAMAUSDT,94982360.0,2026-05-26
binance,MDTUSDT,94397742.2,2026-05-26
binance,FORBTC,93232454.0,2026-05-26
binance,GALAEUR,92756318.0,2026-05-26
binance,RESOLVUSDT,92205484.6,2026-05-26
binance,TLMFDUSD,91129725.0,2026-05-26
binance,SXTUSDT,90851094.2,2026-05-26
binance,MEMEFDUSD,89036233.0,2026-05-26
binance,PENGUTRY,88952568.0,2026-05-26
binance,GALATRY,88931594.6,2026-05-26
binance,EDENUSDT,88793616.9,2026-05-26
binance,AKROBUSD,88740635.0,2026-05-26
binance,BNBDOWNUSDT,88637574.64,2026-05-26
binance,IOSTBTC,88610195.0,2026-05-26
binance,SOLVUSDT,88127692.0,2026-05-26
binance,FOGOTRY,87890267.0,2026-05-26
binance,QUICKUSDT,87627653.0,2026-05-26
binance,DYMUSDT,87326069.0,2026-05-26
binance,AIXBTUSDT,87206430.7,2026-05-26
binance,REZTRY,86091041.5,2026-05-26
binance,VIBUSDT,85327486.0,2026-05-26
binance,ZKUSDT,85043144.8,2026-05-26
binance,BIOUSDT,84928764.0,2026-05-26
binance,GALAETH,84151848.0,2026-05-26
binance,NOTEUR,83073256.0,2026-05-26
binance,IOTXBTC,82514121.0,2026-05-26
binance,REZUSDT,82416789.7,2026-05-26
binance,ANKRUSDT,82235225.5,2026-05-26
binance,XPLUSDT,81616389.7,2026-05-26
binance,SEIUSDT,81352733.4,2026-05-26
binance,NBTUSDT,80951403.0,2026-05-26
binance,ONEUSDT,80848717.1,2026-05-26
binance,DFUSDC,80650394.0,2026-05-26
binance,DTRY,80633109.8,2026-05-26
binance,USDTBRL,79956710.1,2026-05-26
binance,SENTUSDT,79771676.0,2026-05-26
binance,NFPUSDT,79644238.0,2026-05-26
binance,USTCUSDT,78266830.0,2026-05-26
binance,VANRYUSDT,78185745.0,2026-05-26
binance,IDEXUSDC,78071445.3,2026-05-26
binance,1000CATUSDT,77061977.5,2026-05-26
binance,AIGENSYNUSDT,77001701.0,2026-05-26
binance,ADAUSDT,76978599.9,2026-05-26
binance,ERAUSDT,75816719.0,2026-05-26
binance,HBARUSDT,75525208.0,2026-05-26
binance,QKCBTC,74467936.0,2026-05-26
binance,DODOUSDT,74416146.4,2026-05-26
binance,COSBTC,74102639.0,2026-05-26
binance,CELRETH,74050930.0,2026-05-26
binance,BSWTRY,73627311.03,2026-05-26
binance,XVGBUSD,72227848.2,2026-05-26
binance,WABIBTC,72226868.0,2026-05-26
binance,QKCBUSD,70989211.0,2026-05-26
binance,ROSEBTC,70741188.0,2026-05-26
binance,STMXBTC,70625287.0,2026-05-26
binance,NEARUSDT,70210941.6,2026-05-26
binance,SOLVFDUSD,69239694.0,2026-05-26
binance,ONDOUSDT,68107893.6,2026-05-26
binance,ACHUSDT,67974817.0,2026-05-26
binance,WLFIUSDT,67846164.5,2026-05-26
binance,IRISUSDT,67787369.1,2026-05-26
binance,PERLUSDT,67198312.8,2026-05-26
binance,TSTTRY,67124864.0,2026-05-26
binance,FIDATRY,67025458.9,2026-05-26
binance,BTSBTC,66869720.0,2026-05-26
binance,DYMTRY,66289368.4,2026-05-26
binance,XVGUSDT,66200317.0,2026-05-26
binance,MITHBNB,66149312.0,2026-05-26
binance,KEYBUSD,66044463.0,2026-05-26
binance,COSBUSD,65629238.1,2026-05-26
binance,ZILBTC,65482555.0,2026-05-26
binance,ANKRBTC,65072340.0,2026-05-26
binance,MFTETH,64983840.0,2026-05-26
binance,OXTUSDT,64824189.0,2026-05-26
binance,ALTTRY,64760919.0,2026-05-26
binance,QIBUSD,64191544.0,2026-05-26
binance,DOGSIDR,63700022.0,2026-05-26
binance,SUNBUSD,63242557.0,2026-05-26
binance,PARTIUSDT,63208668.2,2026-05-26
binance,SAGABTC,63047644.0,2026-05-26
binance,TURBOUSDC,63012675.0,2026-05-26
binance,STMXUSDT,62904741.0,2026-05-26
binance,HOOKUSDT,62674418.1,2026-05-26
binance,DFUSDT,62177606.0,2026-05-26
binance,BABYUSDT,60806288.0,2026-05-26
binance,KDAUSDT,60759603.02,2026-05-26
binance,RIFUSDT,60647325.0,2026-05-26
binance,IOSTBUSD,59313615.0,2026-05-26
binance,TLMBTC,58909971.0,2026-05-26
binance,SOLVTRY,58727974.0,2026-05-26
binance,PORTALTRY,58463668.9,2026-05-26
binance,HUMAUSDT,58069475.0,2026-05-26
binance,VETBNB,57638624.0,2026-05-26
binance,SLPTRY,57093563.0,2026-05-26
binance,SKLUSDT,55777209.0,2026-05-26
binance,AIONUSDT,55771436.0,2026-05-26
binance,AMBBUSD,55535329.0,2026-05-26
binance,AMBBTC,55515548.0,2026-05-26
binance,DODOTRY,55421461.0,2026-05-26
binance,ERATRY,55413349.6,2026-05-26
binance,MUBARAKTRY,55252244.5,2026-05-26
binance,DUSDT,54991902.0,2026-05-26
binance,XRPUSDT,54183236.3,2026-05-26
binance,PORTALUSDT,53818128.8,2026-05-26
binance,FUNETH,53487685.0,2026-05-26
binance,KATTRY,53163550.0,2026-05-26
binance,IOTXETH,53049050.0,2026-05-26
binance,CHESSUSDT,52870057.5,2026-05-26
binance,PDAUSDT,52449576.3,2026-05-26
binance,GPSUSDT,52076627.9,2026-05-26
binance,ACHTRY,51905209.0,2026-05-26
binance,SUNUSDT,51402896.0,2026-05-26
binance,PIXELUSDT,51299414.7,2026-05-26
binance,VETETH,50344578.0,2026-05-26
binance,SAGAFDUSD,50174915.8,2026-05-26
binance,SUIUSDT,49968742.6,2026-05-26
binance,IOSTETH,49889228.0,2026-05-26
binance,BTSUSDT,49593414.8,2026-05-26
binance,ALLOUSDT,49466816.4,2026-05-26
binance,BSWUSDT,49262095.8,2026-05-26
binance,FUSDT,49037507.0,2026-05-26
binance,CELRBTC,48961565.0,2026-05-26
binance,ALTBTC,48861080.0,2026-05-26
binance,RVNBTC,47686571.0,2026-05-26
binance,GTOBTC,47557764.0,2026-05-26
binance,STRKUSDT,46899419.32,2026-05-26
binance,BROCCOLI714USDT,46761271.0,2026-05-26
binance,HOMEUSDT,46621268.0,2026-05-26
binance,MUBARAKUSDT,46287877.8,2026-05-26
binance,RSRUSDC,46188925.8,2026-05-26
binance,RESOLVTRY,46107505.4,2026-05-26
binance,GMTTRY,46095647.66,2026-05-26
binance,QIBTC,45219694.0,2026-05-26
binance,PHBTRY,45208255.7,2026-05-26
binance,FDUSDUSDT,45159424.0,2026-05-26
binance,PNUTUSDT,45094430.9,2026-05-26
binance,DATABTC,44665732.0,2026-05-26
binance,DOGEUSDC,44266824.0,2026-05-26
binance,COOKIEUSDT,44259949.7,2026-05-26
binance,MITOUSDT,44225360.3,2026-05-26
binance,LINEAFDUSD,44143205.0,2026-05-26
binance,GRTTRY,44032619.0,2026-05-26
binance,VITEBTC,43924459.0,2026-05-26
binance,PLUMETRY,43644993.0,2026-05-26
binance,XAIUSDT,43159809.4,2026-05-26
binance,GTOBUSD,43130727.9,2026-05-26
binance,IOUSDT,43122389.7,2026-05-26
binance,XVGETH,43061611.0,2026-05-26
binance,CHZTRY,42761803.0,2026-05-26
binance,MEMEUSDC,42474298.0,2026-05-26
binance,FETUSDC,42456125.8,2026-05-26
binance,ALPHAUSDT,42436198.0,2026-05-26
binance,CKBUSDC,42148055.0,2026-05-26
binance,ARBUSDT,41976084.9,2026-05-26
binance,FLMBTC,41834750.0,2026-05-26
binance,MMTUSDT,41639763.9,2026-05-26
binance,LINEABNB,41558490.0,2026-05-26
binance,PONDBTC,41498038.0,2026-05-26
binance,UUSDT,41497216.0,2026-05-26
binance,RLUSDUSDT,41401014.0,2026-05-26
binance,NFPTRY,41368859.0,2026-05-26
binance,GUNUSDT,41139003.0,2026-05-26
binance,OGNBTC,41108694.0,2026-05-26
binance,GTOUSDT,41038500.4,2026-05-26
binance,TUSDT,40980844.9,2026-05-26
binance,PHAUSDC,40832606.0,2026-05-26
binance,XVGTRY,40335847.0,2026-05-26
binance,PEOPLEBUSD,39657948.3,2026-05-26
binance,WAXPBTC,39437942.0,2026-05-26
binance,DGBBUSD,39370696.6,2026-05-26
binance,CHESSUSDC,39370572.7,2026-05-26
binance,NIGHTUSDT,39218762.0,2026-05-26
binance,SOLVBNB,38373619.0,2026-05-26
binance,EIGENUSDT,38246890.64,2026-05-26
binance,RSRFDUSD,38113414.6,2026-05-26
binance,ACHBTC,38068904.0,2026-05-26
binance,NILUSDC,38056023.9,2026-05-26
binance,CFXUSDT,37036670.0,2026-05-26
binance,LRCTRY,36993450.4,2026-05-26
binance,XVGTUSD,36717466.0,2026-05-26
binance,1000CATTRY,36693873.2,2026-05-26
binance,ARPABTC,36414954.0,2026-05-26
binance,SNMBUSD,36412233.0,2026-05-26
binance,PENGUBNB,36232489.0,2026-05-26
binance,FUNBNB,36037071.0,2026-05-26
binance,EURUSDT,35963226.5,2026-05-26
binance,RVNTRY,35850370.85,2026-05-26
binance,DGBUSDT,35556115.7,2026-05-26
binance,AIGENSYNTRY,35327886.0,2026-05-26
binance,USD1USDC,35165251.0,2026-05-26
binance,USDTUSD,34739211.0,2026-05-26
binance,NBTBIDR,34454232.0,2026-05-26
binance,ASTRBTC,34411373.5,2026-05-26
binance,XAITRY,34300879.2,2026-05-26
binance,WLDTRY,34214989.9,2026-05-26
binance,ROBOUSDT,33975855.0,2026-05-26
binance,CHIPTRY,33904575.0,2026-05-26
binance,COSBNB,33842569.0,2026-05-26
binance,TOWNSUSDC,33800502.0,2026-05-26
binance,MITHBTC,33564196.0,2026-05-26
binance,WTRY,33426599.5,2026-05-26
binance,TONUSDT,33314918.43,2026-05-26
binance,1MBABYDOGEUSDC,33188324.0,2026-05-26
binance,NOTBNB,33182957.0,2026-05-26
binance,SUSDT,32945593.1,2026-05-26
binance,ZILEUR,32909760.9,2026-05-26
binance,ZILBUSD,32650233.9,2026-05-26
binance,NOTBRL,32621384.0,2026-05-26
binance,PEOPLEUSDT,32301364.2,2026-05-26
binance,BIOTRY,32257495.4,2026-05-26
binance,LTOBTC,32167278.0,2026-05-26
binance,FFUSDT,32125273.1,2026-05-26
binance,CGPTUSDT,31943899.8,2026-05-26
binance,TIAUSDT,31874637.5,2026-05-26
binance,XLMUSDT,31842010.0,2026-05-26
binance,SYSBTC,31829443.0,2026-05-26
binance,ACHBUSD,31739645.0,2026-05-26
binance,ONEETH,31628959.6,2026-05-26
binance,ROSETRY,31530936.6,2026-05-26
binance,TRXTUSD,31456162.6,2026-05-26
binance,QKCETH,31027875.0,2026-05-26
binance,REZBTC,30984135.2,2026-05-26
binance,C98USDT,30916144.4,2026-05-26
binance,ONEBUSD,30696843.2,2026-05-26
binance,VETGBP,30612046.41,2026-05-26
binance,PIXELTRY,30378962.2,2026-05-26
binance,VETBUSD,30222515.8,2026-05-26
binance,AWEUSDT,30001511.0,2026-05-26
binance,SKLBTC,29951243.0,2026-05-26
binance,LINEATRY,29658085.0,2026-05-26
binance,DOCKBTC,29536668.0,2026-05-26
binance,TUTUSDT,29332684.0,2026-05-26
binance,SLFTRY,29240426.1,2026-05-26
binance,FDUSDUSDC,29193644.0,2026-05-26
binance,VGXUSDT,29163929.9,2026-05-26
binance,USTCTRY,29014083.0,2026-05-26
binance,QKCUSDT,28876234.0,2026-05-26
binance,WTCUSDT,28831218.0,2026-05-26
binance,LINABUSD,28768149.03,2026-05-26
binance,PEOPLEETH,28602122.0,2026-05-26
binance,MBOXUSDT,28240761.8,2026-05-26
binance,ZILUSDT,28117354.0,2026-05-26
binance,DODOBTC,28059615.1,2026-05-26
binance,HEMITRY,27876045.1,2026-05-26
binance,COMBOTRY,27698860.8,2026-05-26
binance,GLMRUSDT,27608557.8,2026-05-26
binance,ASTRUSDT,27531765.5,2026-05-26
binance,SIGNUSDT,27513434.0,2026-05-26
binance,CELRBUSD,27457485.0,2026-05-26
binance,LINKUPUSDT,27401275.94,2026-05-26
binance,STRAXBTC,26838730.0,2026-05-26
binance,VIDTBUSD,26784928.0,2026-05-26
binance,HFTUSDT,26642671.6,2026-05-26
binance,KDABTC,26567497.64,2026-05-26
binance,VITEBUSD,26547565.5,2026-05-26
binance,ACTTRY,26547196.8,2026-05-26
binance,ROSEBNB,26362867.6,2026-05-26
binance,GUNTRY,26322270.0,2026-05-26
binance,DATAETH,26268169.0,2026-05-26
binance,ANIMEUSDT,26225954.0,2026-05-26
binance,FETTRY,26158985.4,2026-05-26
binance,BIGTIMEUSDT,26125184.0,2026-05-26
binance,PEOPLEBNB,26097185.0,2026-05-26
binance,ANKRBUSD,26083827.2,2026-05-26
binance,IOTAUSDT,26045586.0,2026-05-26
binance,LINEAUSDC,25980314.0,2026-05-26
binance,VANRYTRY,25914031.0,2026-05-26
binance,POLUSDT,25905355.1,2026-05-26
binance,GUSDT,25891913.0,2026-05-26
binance,BBUSDT,25664446.4,2026-05-26
binance,WRXUSDT,25499366.4,2026-05-26
binance,USDTTRY,25487056.0,2026-05-26
binance,1000CATBNB,25422177.4,2026-05-26
binance,NKNUSDT,25288819.0,2026-05-26
binance,ESPUSDT,25220143.0,2026-05-26
binance,MBOXTRY,25070062.94,2026-05-26
binance,ARDRBTC,24660761.0,2026-05-26
binance,GENIUSUSDT,24604807.2,2026-05-26
binance,MITOTRY,24504100.3,2026-05-26
binance,PARTITRY,24498410.8,2026-05-26
binance,IOTXBUSD,24475083.0,2026-05-26
binance,ARPAUSDT,24091165.8,2026-05-26
binance,AITRY,24075254.0,2026-05-26
binance,IOTRY,23993722.15,2026-05-26
binance,GPSTRY,23814649.0,2026-05-26
binance,DOCKBUSD,23751133.0,2026-05-26
binance,TOWNSFDUSD,23716358.0,2026-05-26
binance,KMDBTC,23653896.0,2026-05-26
binance,IOTXUSDT,23569229.0,2026-05-26
binance,PYTHUSDT,23538229.6,2026-05-26
binance,MEMEETH,23450233.0,2026-05-26
binance,GMTBTC,23430567.4,2026-05-26
binance,LAUSDT,23415314.7,2026-05-26
binance,AIUSDT,23326566.2,2026-05-26
binance,MOVEUSDT,23036486.0,2026-05-26
binance,TBUSD,23031234.4,2026-05-26
binance,BEAMXUSDC,22659448.0,2026-05-26
binance,FLUXUSDT,22559121.46,2026-05-26
binance,NFPBTC,22389374.0,2026-05-26
binance,ZKTRY,22214701.3,2026-05-26
binance,OSMOUSDT,22071656.73,2026-05-26
binance,ZBTUSDT,22000717.9,2026-05-26
binance,COTIBTC,21971871.0,2026-05-26
binance,SNTBTC,21964820.0,2026-05-26
binance,ARKMUSDT,21921578.0,2026-05-26
binance,CHRUSDT,21837114.0,2026-05-26
binance,ALTBNB,21801414.0,2026-05-26
binance,ANIMEFDUSD,21783439.3,2026-05-26
binance,BAKETRY,21614203.0,2026-05-26
binance,OPUSDT,21524250.77,2026-05-26
binance,GALABUSD,21508535.0,2026-05-26
binance,SENTTRY,21284397.0,2026-05-26
binance,PLUMEUSDC,21213242.0,2026-05-26
binance,SKLBUSD,20824424.0,2026-05-26
